?1 feature_cnt_ratio_2:1 paper_cover_ratio_12:1 coauthor_paper_cnt_6:1 conference_cover_ratio_17:1 citation_ir_logistic_18:1 first_year_span_15:1 imp0_0:1
?1 feature_cnt_ratio_5:1 paper_cover_ratio_9:1 coauthor_paper_cnt_11:1 conference_cover_ratio_13:1 citation_ir_logistic_20:1 first_year_span_14:1 imp0_0:1
+1 feature_cnt_ratio_5:1 paper_cover_ratio_2:1 coauthor_paper_cnt_4:1 conference_cover_ratio_12:1 citation_ir_logistic_20:1 first_year_span_14:1 imp0_0:1
+1 feature_cnt_ratio_3:1 paper_cover_ratio_5:1 coauthor_paper_cnt_4:1 conference_cover_ratio_12:1 citation_ir_logistic_20:1 first_year_span_18:1 imp0_0:1
?1 feature_cnt_ratio_2:1 paper_cover_ratio_20:1 coauthor_paper_cnt_10:1 conference_cover_ratio_20:1 citation_ir_logistic_20:1 first_year_span_17:1 imp0_0:1
+1 feature_cnt_ratio_5:1 paper_cover_ratio_7:1 coauthor_paper_cnt_9:1 conference_cover_ratio_11:1 citation_ir_logistic_20:1 first_year_span_15:1 imp0_0:1
?1 feature_cnt_ratio_8:1 paper_cover_ratio_4:1 coauthor_paper_cnt_15:1 conference_cover_ratio_13:1 citation_ir_logistic_20:1 first_year_span_7:1 imp0_0:1
?1 feature_cnt_ratio_16:1 paper_cover_ratio_2:1 coauthor_paper_cnt_15:1 conference_cover_ratio_5:1 citation_ir_logistic_20:1 first_year_span_8:1 imp0_0:1
+1 feature_cnt_ratio_4:1 paper_cover_ratio_9:1 coauthor_paper_cnt_18:1 conference_cover_ratio_16:1 citation_ir_logistic_20:1 first_year_span_14:1 imp0_0:1
+1 feature_cnt_ratio_3:1 paper_cover_ratio_12:1 coauthor_paper_cnt_11:1 conference_cover_ratio_16:1 citation_ir_logistic_20:1 first_year_span_17:1 imp0_1:1
?1 feature_cnt_ratio_5:1 paper_cover_ratio_9:1 coauthor_paper_cnt_17:1 conference_cover_ratio_14:1 citation_ir_logistic_20:1 first_year_span_19:1 imp0_1:1
?1 feature_cnt_ratio_2:1 paper_cover_ratio_20:1 coauthor_paper_cnt_10:1 conference_cover_ratio_20:1 citation_ir_logistic_11:1 first_year_span_20:1 imp0_1:1
?1 feature_cnt_ratio_2:1 paper_cover_ratio_14:1 coauthor_paper_cnt_7:1 conference_cover_ratio_20:1 citation_ir_logistic_11:1 first_year_span_10:1 imp0_0:1
?1 feature_cnt_ratio_17:1 paper_cover_ratio_5:1 coauthor_paper_cnt_21:1 conference_cover_ratio_9:1 citation_ir_logistic_15:1 first_year_span_9:1 imp0_0:1
?1 feature_cnt_ratio_2:1 paper_cover_ratio_19:1 coauthor_paper_cnt_12:1 conference_cover_ratio_20:1 citation_ir_logistic_15:1 first_year_span_15:1 imp0_0:1
+1 feature_cnt_ratio_3:1 paper_cover_ratio_14:1 coauthor_paper_cnt_11:1 conference_cover_ratio_17:1 citation_ir_logistic_11:1 first_year_span_10:1 imp0_0:1
?1 feature_cnt_ratio_4:1 paper_cover_ratio_8:1 coauthor_paper_cnt_10:1 conference_cover_ratio_13:1 citation_ir_logistic_11:1 first_year_span_11:1 imp0_1:1
+1 feature_cnt_ratio_8:1 paper_cover_ratio_2:1 coauthor_paper_cnt_4:1 conference_cover_ratio_9:1 citation_ir_logistic_15:1 first_year_span_19:1 imp0_1:1
?1 feature_cnt_ratio_2:1 paper_cover_ratio_5:1 coauthor_paper_cnt_3:1 conference_cover_ratio_15:1 citation_ir_logistic_11:1 first_year_span_15:1 imp0_1:1
?1 feature_cnt_ratio_14:1 paper_cover_ratio_1:1 coauthor_paper_cnt_6:1 conference_cover_ratio_8:1 citation_ir_logistic_20:1 first_year_span_14:1 imp0_1:1
?1 feature_cnt_ratio_3:1 paper_cover_ratio_6:1 coauthor_paper_cnt_6:1 conference_cover_ratio_9:1 citation_ir_logistic_11:1 first_year_span_19:1 imp0_1:1
?1 feature_cnt_ratio_2:1 paper_cover_ratio_4:1 coauthor_paper_cnt_3:1 conference_cover_ratio_6:1 citation_ir_logistic_15:1 first_year_span_21:1 imp0_1:1
